review_id,user_id,business_id,stars,useful,funny,cool,text,date,name,address,city,state,latitude,longitude,categories
YIz3_p1-hGn-fbLCr-xl-g,MfOd4Xprq6IhopdzkL9S-w,MFxRPt8-B2xTYmon3s84kg,5.0,1,0,0,"I came around 7 pm on April 14th. The quality of the dessert here combined with the delicious exotic flavors make this place the most delicious ice cream I've had in ages! The soft serve is so creamy. I got black sesame flavor and it's sweet and mildly nutty and creamy, so good! The cake they use is so moist and buttery. (I got vanilla with condensed milk) I was very surprised and now obsessed. 

The guy working was so nice and helpful describing the flavors. He had a great attitude and so friendly! 10/10 service",2021-04-15 03:08:04,KRĒM,"115 E Moana Ln, Ste 102",Reno,NV,39.4922712699,-119.7947931411,"Restaurants, Creperies, Ice Cream & Frozen Yogurt, Desserts, Patisserie/Cake Shop, Food"
9n9lX7R1-7m0vAhG8sV1rQ,XcjJNNj42hDd8I0Lcnn-jQ,MFxRPt8-B2xTYmon3s84kg,5.0,2,0,0,"My favorite ice cream in town! Everyone who works here is extremely friendly and welcoming. My favorite flavor is black sesame so try it when you can! As far as COVID, they're taking all the precautions with face masks, gloves, blocked off seating etc. but special mention to the owner (I believe) for taking extra time to clean all the door knobs and chairs outside frequently. 
I appreciate you, Krēm please never leave me!",2020-08-28 21:15:58,KRĒM,"115 E Moana Ln, Ste 102",Reno,NV,39.4922712699,-119.7947931411,"Restaurants, Creperies, Ice Cream & Frozen Yogurt, Desserts, Patisserie/Cake Shop, Food"
k5jlb0eTmeU8DVS0dZt76A,YDqYR06JaVWxCE0PtCE0xg,MFxRPt8-B2xTYmon3s84kg,4.0,0,0,0,"I ordered the chocolate wasted.  The soft serve was very good, the cake was a little dry but still tasty. The location is convenient and trendy inside with friendly staff.  I also tried the matcha and black sesame flavors. I enjoyed them but couldn't eat an entire serving.",2018-10-07 23:27:46,KRĒM,"115 E Moana Ln, Ste 102",Reno,NV,39.4922712699,-119.7947931411,"Restaurants, Creperies, Ice Cream & Frozen Yogurt, Desserts, Patisserie/Cake Shop, Food"
MBG5CeFm6d0LjrI2j4PuJA,XCugaEH1Fe8vt3g9hy8ZVg,MFxRPt8-B2xTYmon3s84kg,4.0,0,0,0,"Went to Krēm today! I was SO excited to try it out after all the hype I saw on Instagram. Walking in, I was a bit disappointed because the ambience didn't add up to the one being boasted on insta. THE ICECREAM IS TO DIE FOR! So delicious. It's a generous portion as well. Super pleased with it overall and can't wait to go back! 
PS: I recommend the black sesame",2018-09-26 04:09:45,KRĒM,"115 E Moana Ln, Ste 102",Reno,NV,39.4922712699,-119.7947931411,"Restaurants, Creperies, Ice Cream & Frozen Yogurt, Desserts, Patisserie/Cake Shop, Food"
zgRCOJdb7qVK8y2iu8j5bg,ySqKXdWrWSsMk9hHAORlSA,IIGVuXllRX3yV1GlIIgHkg,5.0,2,0,0,"I came back from visiting the Missouri Botanical Garden over Labor day weekend.  My timing was perfect since I was able to catch the Japanese Festival.  However, I was really tired and just wanted to check-in without dealing with airport parking, etc.  After reading some reviews, I opted to park temporarily in the 15 minute space to see whether my Gold membership got me some perks.

CHECK-IN AND PARKING ****
$10 for 24hr parking but Gold membership got me $5 for parking.  Someone on Yelp mentioned getting free parking but I don't mind the $5 discount.  The front parking gate card reader was denying access after front desk programmed my room keys.  I tried the back parking gate reader as well with same problem.  At least the back parking lot had a speaker button which dialed to front desk so that they could open the gate for me.  

Front desk searched a bit for room upgrade.  Eventually, she found corner king suite with 2 rooms- separate bedroom and living room.  YESSS!!! I overheard the guest checkin a few minutes later looking for similar room.  Beat him to the room within minutes.  The front desk also got me free fountain drink voucher, appetizer voucher, and breakfast buffet voucher.  ALL THREE- THE TRIFECTA!!!

KING SUITE ****
Missing Peter Thomas Roth body wash so called room service.  Got 2 bottles within minutes from housekeeping.  Great view of the airport from both bedroom and living room.  Dropped off my luggage and went downstairs for quick bite to eat.

RESTAURANT ****
I had a ginger ale with Ahi tuna seared with black sesame seed crusted.  Quick and wonderful service.  Would have liked to try local brew but voucher only good for non-alcoholic drinks.

SWIMMING POOL ****
Yes, there were many families but loved the 9ft deep end to go for dives.  Housekeeping was there to stock up on towels for us.  I did a couple of laps and then headed to room for the night.

FITNESS CENTER ****
Woke up early to get a workout in.  Found the stairmaster similar to the one in the Double Tree Chesterfield.  Got my 30 minutes in before a morning shower followed by breakfast buffet.

BREAKFAST BUFFET ****
Got an omelet made to order at the grill.  The rest of the buffet was wonderful with plenty of fruit.  I also found small boxes of almond milk and chose the chocolate flavor.  I also found a nice spread of smoked salmon but didn't want to risk it.  The coffee was quite bitter.  Overall, I loved this hotel which reminded me alot of George Clooney's ""Air Up There"".  I would recommend this to anyone who needs a relaxing vacation.",2013-09-04 01:59:25,Hilton St. Louis Airport,10330 Natural Bridge Rd,Saint Louis,MO,38.7359873391,-90.3593986768,"Event Planning & Services, Hotels & Travel, Automotive, Parking, Hotels"
_vPMg-jV8u8xGM6gqYujVA,8udb9-WutHfY54r7bJmj2A,WLYZjUusZ9kwwWvgCLtlCw,3.0,0,0,0,"I came here on a Tuesday night and it was really crazy. The organization of this place was pretty messy. The register is located at the back of the store, which is pretty confusing. You have to pay for your order, then wait for them to call your name, instead of waiting in a line. The staff has to go around shouting your name and searching around the store for you in order to start making your ice cream, which is pretty inefficient. We waited over 30 minutes before being called...I do appreciate the unique Asian flavors this place offers such as Thai tea, taro, and black sesame. The decor and music was nice. It's not the best ambiance to hang out in as it is super loud from all the chopping. The place cod just use more structure and organization. They also have two boards with the ice cream flavors, but nothing displaying the toppings, so it took everyone a lot of time asking the staff every time. The ice cream is on the pricey side, $8. It was tasty, but a bit unnecessary chopping. I've been to several rolling ice cream places where they smash the toppings into the ice cream, but instead this place just adds it on top. Lastly, the spoons were not durable at all. It kept bending every time you would try and scoop up your ice cream. Although I appreciate the twist on flavors, the chaos and disorganization made the experience underwhelming.",2018-04-04 17:28:50,Choppa Ice Cream,"7060 Hollister Ave., Ste 101",Goleta,CA,34.431177,-119.8740625,"Ice Cream & Frozen Yogurt, Food"
R0IHHVAHnCpk4Ji7RgMdLA,e862jbbUK_SNRGm4JJNNGQ,WLYZjUusZ9kwwWvgCLtlCw,5.0,0,0,0,"A little expensive but the ice cream is pretty good! I got the black sesame (dark matter) and added some strawberries.

Great location and atmosphere though

Would recommend, the flavors are unique and not your typical vanilla or chocolate etc",2018-04-29 11:49:09,Choppa Ice Cream,"7060 Hollister Ave., Ste 101",Goleta,CA,34.431177,-119.8740625,"Ice Cream & Frozen Yogurt, Food"
_UJ5W1a1NFF_UGGPh_kgsw,kMXPkvGLJBLgkZVLPQmSlw,rE9X9bRStJHLNW3--YpBgA,5.0,2,0,0,"I was a little apprehensive when walking up to the building wondering how this little place could have such good reviews.  I am glad I listened to my fellow Yelpers and continued inside because the food experience was remarkable!  The restaurant outside is deceptive as to the food that you'll experience inside; the interior has dark wood booths, three chef's tables and a bar in a separate area and is low lit at night with it's red glass hanging lights and strung mini Italian lights. There is a small section for nightly entertainment as well, and tonight we enjoyed the music of a very talented piano player who upon request played ""our song"" In My Life.  He had a good voice and played a variety of music.  Our server, Alyssa, was warm and friendly and made good suggestions of what to try on the menu.  She provided very good service and allowed us to leisurely enjoy our meal.  We ordered sangrias upon being greeted...him the house, me the chai. Refreshing and fruity.  Chill is all about small plates and sharing. Not your typical tapas, Chill's portions are plentiful for small plates. There is a wide variety of choices from salad, soups, cheeses, pasta, seafood and meat. We sat at one of the chef's table and watched the chefs in action.  The chefs, Steve and Paul, create fantastic food that can compare to any upscale restaurant in my hometown Chicago. Beautifully presented, the food at Chill is incredible. We started with the goat cheese tapenade terrine, goat cheese layered with sundried tomatoes, figs and olives finished with a sherry reduction and served with crostini.  Very tasty.  Next, we had the roasted stuffed dates, which were the size of a golf ball, filled with Gorgonzola and wrapped in prosciutto then roasted and served on wilted spinach with a blue cheese drizzle and a balsamic glaze. An explosion of gooey goodness in my mouth!  I've never tasted stuffed dates better than these...sorry Meson Sabika.  Then we had the ahi tuna, encrusted with white and black sesame seeds and seared to perfection. This sushi grade tuna was served rare and came with a wasabi cream, ginger and a yummy seaweed salad.  Next we enjoyed the margherita flatbread, a crispy thin flatbread topped with tomatoes, garlic, mozzarella, basil leaves and pesto. I loved the texture of the crust layered with flavors against the melted cheese...yum. We were full at this point but the danger of watching the chefs in action meant we had to try just one more plate....so we had the Kobe beef sliders.  Kobe beef topped with Gorgonzola mousse, mushrooms, port wine reduction on a pretzel roll and served with rutabaga fries.  What??  I would never eat a fry again if I could find these yummy vege fries on other menus. By the way, the sliders were ahhhmazing!  I cannot say enough good things about this wonderful little restaurant. The atmosphere at night with music, the great service and the delicious food ... yup, I will put this on my list for my next vacation to St Pete Beach. By the way, Chill serves breakfast and brunch, too. I can only imagine....",2015-05-02 04:33:53,Chill Restaurant & Bar,7410 Gulf Blvd,Saint Pete Beach,FL,27.7415308,-82.7512571,"Restaurants, Tapas Bars, Breakfast & Brunch, Seafood"
Fn9wEODEBVPSCJsU2oWkag,rd0J9qgJsrU7YnfzLb1eQw,of-GVqY0G_UDHXT9Xg_ADQ,5.0,1,0,0,"My friend and I came here on a Wednesday for Center City Sips and ordered exclusively off of the Center City Sips menu.

We started off with $6 cocktails - I had Charlie's Punch (changes daily) and my friend had The Red Sparrow (red raspberry infused hornitos plata, lime, agave). We also each had a $4 beer off of the Center City Sips draft specials - the Great Lakes Dortmunder Gold and the River Horse Roly Poly Pils. Both were solid beers on the lighter side.

To eat, we shared the Potato Croquettes and Korean Style Fried Tofu. The croquettes were slightly crispy on the outside and pillowy soft on the inside. The chipotle aioli served with them was amazing - I don't know how they were able to achieve something so mayo-like with no dairy or eggs, but it was addicting. We also shared the Korean Style Fried Tofu (spicy glaze, black sesame, garden pickles). It was pretty spicy, but delicious.

I can't wait to come back and try some of the other cocktails and food!",2018-06-28 01:11:40,Charlie Was a Sinner,131 S 13th St,Philadelphia,PA,39.9495123,-75.1617661,"Bars, Nightlife, Kosher, Burgers, Tapas/Small Plates, American (Traditional), Vegan, Seafood, Cocktail Bars, Restaurants, Vegetarian"
RcGQImuTycltyq8tt0ICUA,L9MlCg2yg8AYDrSz6_UDFg,of-GVqY0G_UDHXT9Xg_ADQ,2.0,0,0,0,"A vegan cocktail lounge that has a fantastic and creative drink menu.  I've been here for drinks before, but a bunch of friends and I decided to go one night for dinner this past weekend.  We were fortunate enough to grab a table on Open Table and I highly recommend you make reservations if you want to dine here so that you don't have to wait a long time.

I was super excited to try the food here, as I've thoroughly enjoyed the drinks (4-stars for them).  It's a great cocktail spot, and as much as it pains me to say it, their food did not do it for me.  I wanted to like it so bad, but it was either bland and tasteless, some of the flavors just didn't work, or the texture was completely off/weird.

If you're into smoky drinks, definitely get the penicillin - comes with smoky candied ginger pieces on it too!

Spring Rolls - three long spring rolls served with this chunky sauce (the chunks are said to be pineapple, based on the menu, but it tasted more like apricot).  The spring rolls barely had any filling in them and honestly, tasted just like regular spring rolls from a Thai or Chinese restaurant.  The sweet potato was completely drowned out by the shell and tofu.  The sauce is also difficult to use because it's extremely chunky - you need a spoon to essentially spread it on, you can't dip it.

Smoked Cauliflower - complete MISS.  Now, it was my fault for going in thinking these were either going to be fried or similar to a smoky Korean bbq style, but it was neither - pieces of cauliflower that were brushed with some burnt smoky flavor.  The raisins and pine nuts are nice compliments with the smokiness of this dish, but you would taste the burnt flavor on the first bite, but the cauliflower is so hearty, that you then just taste dry raw cauliflower immediately after.  These either need to be smoked for longer, or soaked in something.

Avocado Toast - this was pretty good.  The bread was crispy and charred, so everything would fall apart when I'd try to take a bite.  There's real slices of avocado on it, which is slightly different than what I've been used to.  The habanero mayo is a really tasty touch. Definitely worth trying.

Bao Bun - my favorite!  This little sandwich was delicious!  The bun was delicious and melted in your mouth...it was slightly sweet, which was a perfect combo with the strong bbq taste from the sandwich.  This was savory and a bit too salty for a few of my friends.  Highly recommend this dish!

Crab Cake - personally, I didn't like the texture of this dish at all.  It was very stringy zucchini, and I guess they're trying to resemble actual crab cake (one of my friends who isn't vegetarian mentioned that this is the closest resemblance of crab cake she's ever seen), so if you're into that, go for it.  I wasn't.

Korean Fried Tofu - this was definitely my 2nd favorite dish.  I was quite shocked it was tofu when I took my first bite because the tofu was very heavy and firm...almost paneer-like texture, which I don't mind at all.  The sauce was sweet and spicy, with black sesame seeds.  It was very good, but I think it needs to eaten with something - rice or noodles - for it to be complete.  Also, I don't think the term 'bbq' quite describes it, as it wasn't really barbecued, but more fried with this darker sauce.

Overall, we at least enjoyed ourselves and it's always fun to try new places.  I'll definitely come back from the drinks (good date spot), but I won't stay for the food.",2016-07-05 22:41:39,Charlie Was a Sinner,131 S 13th St,Philadelphia,PA,39.9495123,-75.1617661,"Bars, Nightlife, Kosher, Burgers, Tapas/Small Plates, American (Traditional), Vegan, Seafood, Cocktail Bars, Restaurants, Vegetarian"
c_kqlN2V-z65N9CuF6wqqA,x-QqjaYRNm4I_OYPg8fjYQ,H_JO3CNWRTRHmstEyvb31Q,5.0,1,0,1,"I've had my eye on this cute, trendy cafe for a while, so yesterday, after a long, hot day at work, I decided to stop by and give myself a treat. The cafe was clean and modern, with excellent decor, tantalizing pictures of food, and bright colors abound. I ordered a sesame egg waffle (only $2.75!), grabbed a table, and watched the young server behind the counter make the waffle right in front of me. 

She looked bored and angsty, so I smiled and commented on her demeanor. After a couple of exchanges, she asked if I knew Chinese. Yes, both Mandarin and Cantonese! Turns out her sour service earlier was simply due to a long day and inhibited conversation with English-speaking folks. She transformed from a sour waitress to a bubbly expressive one once the language barrier was removed! (So, 4 stars for service.)
 
The sesame waffle was handed over to me wrapped in wax paper in a brown paper bag. It smelled amazing. I didn't know how to eat it so I ripped off the bulbs in the waffle one by one. (Whereas normal square waffles have pockets, these have the opposite -- they bulge out.) The inside was fluffy, soft, and sweet, and infused with black sesame. It was heaven.

Look on the walls across from the counter for three delightful paintings of Chinese cooks in the act of preparing pizza, noodles, and stir-fried vegetables. I don't see art featuring Asian-Americans much, so I asked to take pictures of them to save.

Took a menu with me to go. Everything was translated into perfect English. I can't wait to be back to try the green tea waffle, shaved ice, and the kimchi rice. If you are looking for a drink, go across the street to Bread Top House --- much cheaper there, but of excellent quality (fresh fruit!!!)",2012-07-18 15:11:45,Cube Cafe,145 N 11th St,Philadelphia,PA,39.9552543,-75.1574065,"Asian Fusion, Coffee & Tea, Chinese, Restaurants, Food"
LtCJ9ZpCf0PCSOAO4kzfkQ,LcBZt_bpU5CqwtDJwB3OCg,WLYZjUusZ9kwwWvgCLtlCw,4.0,10,5,8,"I said it before and I will say it again.  Take whatever trend is happening in LA and 5 years later it will make its way to Santa Barbara.  We finally have a Thai ice cream place here and the business was booming.  Its a little like coldstone creamery.  They mix a cup of ice cream base and your choice of flavor on a super cold piece of metal, flatten it out, and chisel/push it off the surface with a metal spatula so it looks like giant chocolate shavings.  They have some unique Asian flavors that you don't see in McConnells or Ben and Jerry's such as Thai tea, taro, and black sesame.  

I got the Thai tea, which needed to be stronger in tea flavor.  Kids got the oreo and cream (good and basic) and banana and nutella (very fresh banana flavor).  Each ice cream came with 3 free toppings.  I liked the chewy mini mochi, pocky sticks, and the fresh fruit toppings.  There were also chocolate chips, m&m, sprinkles, oreo, gummy bears, etc.  

There were quite a few stations to make the rolled ice cream, but despite the numbers of employees, the wait was still very long because each order was made to order.  I can think of three small changes to make the ordering process less chaotic.  First, have a sign direct patrons to the cashier or place the cashier right by the front entrance.  Second, turn down the party music by a notch or two.  I wasn't the only one who couldn't hear my name being called.  Third, instead of copy off Starbucks and call customers by name, just assign a number instead.  This will give people a better sense of where they are in line so they don't have to pester the cashier and ask if their name had been called.",2018-04-07 05:29:28,Choppa Ice Cream,"7060 Hollister Ave., Ste 101",Goleta,CA,34.431177,-119.8740625,"Ice Cream & Frozen Yogurt, Food"
uS46K06nQ01k3uMbBR8vqA,mNaD4HmYU4mpDQBGO3_mwA,WLYZjUusZ9kwwWvgCLtlCw,5.0,1,0,0,This is the most unique and entertaining way to eat ice cream. When I first walked in and was amazed by all the toppings they had. I tried several favors in the passed week and I really love black sesame. The owner was super nice and explained everything in details. I would come back every day if I can. Super delicious,2018-04-20 18:17:44,Choppa Ice Cream,"7060 Hollister Ave., Ste 101",Goleta,CA,34.431177,-119.8740625,"Ice Cream & Frozen Yogurt, Food"
bqBMBax2ywETChaRsfnYBw,GpS8XJnJLRM-O6Mx1DZUkA,VGYWVWwuuNRzI2UcSNIw2g,5.0,1,0,1,"Phenomenal.  

Really - I have nothing bad to say about Copia.  I went for a work lunch and was pretty excited since I'd hard good things about it and never went before the fire destroyed it a while back.  We walked in and my eyes grew to the size of saucers - the bar/ restaurant is beautiful!  From the glass waterfall separating the bar area from the rest of the restaurant to the beautiful tiling used throughout to the gorgeous light fixtures, I almost forgot I was there to eat.  (Blame my having an Interior Design degree.)

We were then led out back to the stunning wine garden.  It was like being transported to a relaxing, tropical resort given the retractable roof, soothing fountain in the middle of the patio, and being surrounded by palm trees and Hibiscus plants!   So relaxing.

Our server was extremely nice and helpful with tips about what was good to eat there.  And lucky us - the Executive Chef Dave Rook was there that day and had just whipped up a new lunch special - beef tenderloin on baked ciabatta bread with cheese and veggies and some sort of delicious sauce on top.  And apparently when the chef whips up a special, it's best to try it as you won't be disappointed.  My two co-workers both had it and were very happy with their choice!

I had the Goat Cheese Salad - BEST. SALAD. EVER.  Mixed greens, roasted chicken, sweet onions, sliced strawberries tossed in a cracked pepper berry vinaigrette and topped with a ball of warm 
sesame-encrusted goat cheese.  Oh, heaven in a bowl.  I about licked my plate clean, it was that good - and it was under $9!  You can't beat that.

Copia seems to have a great variety of lunch and dinner items, all which have interesting food combinations.  I can't wait to go back and try the Flash Fried Calamari, Spicy Mango Chicken Pizza, Grilled Chicken Lasagna, or Black Sesame Seared Ahi.  And I can't ignore their abundant wine selection, either.  

Copia's website states that ""Copia is the Roman goddess of abundance, wealth, pleasure, and harvest.""  I agree - Copia was definitely a pleasure to visit and I plan on going back many, many times.",2011-06-08 14:55:41,Copia Restaurant & Wine Garden,1122 Washington Ave,Saint Louis,MO,38.631274,-90.195935,"Arts & Entertainment, Restaurants, Food, Bars, American (New), Wine Bars, Wineries, Seafood, Nightlife, Beer, Wine & Spirits, Steakhouses, Southern"
U6TTL-8vYOTuf4A5g64ZEA,ipsjIicDDBRZj1u5AJ1P2w,RW3nH6Au6pSCWxJhiGY03Q,5.0,0,0,0,"Delicious poke bowls. Really enjoyed the touch of watermelon along with black sesame in the yellowtail bowl. Nicely done. Friendly staff, chill vibe.",2017-06-03 19:19:17,Big Eye Raw Bar,"38 W Victoria St, Ste 119",Santa Barbara,CA,34.4238049274,-119.7072728554,"Japanese, Food, Live/Raw Food, Poke, Restaurants, Sushi Bars"
UPVZ3plSFk_jImocp3eRjg,avr4f5Pz-kQyLhhPMzZQ7Q,LRo87EVK3MKyxNfSFTI_lg,5.0,2,0,0,One of the best vegan brunches I've ever had. The French toast especially was so delicious. Usually vegan french toast is just glorified toast but this actually tasted like french toast. We also got black sesame and coconut doughnuts and the forbidden breakfast burrito. The beet lemonade was unexpectedly delicious. We will be back!,2015-01-28 18:18:31,Sprig & Vine,450 Union Square Dr,New Hope,PA,40.3652421073,-74.9540627003,"Vegan, Vegetarian, Restaurants"
z8p_9vc1-qxReDnzToqcKg,06lmk-b3VaUjiHvkrp90fg,-0TffRSXXIlBYVbb5AwfTg,5.0,0,0,0,"Legit Indian food at an upscale type place. I had the vegetarian thali (sampler) at lunch (see photo). Everything was above average. Highlights include the black sesame seeds on the naan (genius) and the paneer makhani (tomato-based gravy, kinda like tikka masala and just like that of butter chicken, for all you dummies out there). The sweet potato chips were good and went really well with the mango chutney but I'd rather fill up on that filthy delicious curry, know what I mean?

Nobody was there at lunchtime (during the week). My server was super nice (Josh I think) 

You'll pay a bit more than average and you probably shouldn't dress like a hobo like I normally do. Cheaper buffet type places are more my style but I'd come here a couple times a year.",2014-01-22 22:54:45,IndeBlue Modern Indian Food & Spirits,205 South 13th St,Philadelphia,PA,39.9485078263,-75.1619688173,"Cocktail Bars, Food Delivery Services, Nightlife, Breakfast & Brunch, Food, Bars, Event Planning & Services, Caterers, Restaurants, Indian"
Hl3Nn-3U7tYeRtPW_03bZg,Byo4rZghYbi23eFzqH7aKg,rVT63ENrSAsx3Nwk3ofMbg,3.0,0,0,0,"The rolled ice cream hype has finally made it to Nashville! Just for that alone, you should make a visit. The shop is fairly small and has only 3 windows for making ice cream so expect a decent wait (20-25 mins) when there's a small line. The flavor options are good and you can choose a base flavor, pick a add in to mix with your base, and then choose 2 toppings. I ended up ordering a red bean ice base (they were out of green tea and black sesame), mixed it with banana, and then added coconut shreds and a wafer stick to top it off. Overall, pretty good flavor; however, I have to say I prefer Jeni's for the quality and variety of flavors they offer (goat cheese and cherry and the expresso will always be my jams). Price is fairly steep at around $7 a cup. 

The novelty alone made it worth the wait. Plus, it's very insta-worthy. 

#getyarollon",2017-09-28 20:17:00,Supreme Kreme,2309 B 8th Ave S,Nashville,TN,36.127448,-86.7778715,"Ice Cream & Frozen Yogurt, Desserts, Bubble Tea, Food"
YeXVvOfBDt2agviHMG_NBA,p9BwjwdsdaBNPzOiGoX_9A,Sv1MEZP-mMfp8SmE0hwYEA,4.0,0,0,0,"We had gyoza as appetiser, they were good! Not greasy but they would have been better if they pan fried them a little longer. We had the signature ramen and black sesame ramen. We both prefer the signature ramen, the broth was rich but not heavy, full of pork bone flavor. The black sesame was ok, has better ones in Hong Kong though! The noodles and half boiled soft soy egg were really good! I think they were missing some toppings like a sheet of seaweed, fresh crushed garlic, etc. Minus the pickled ginger in the ramen too... It should be put on the side not in the soup. But I would go back to try other ramen another day just because we don't have many good ramen joints in our area in Boston.",2016-08-30 03:24:38,Terakawa Ramen,204 N 9th St,Philadelphia,PA,39.955402,-75.154484,"Japanese, Ramen, Ethnic Food, Restaurants, Local Flavor, Food, Specialty Food"
usQ8v5v31JWjMOwrpSu2Uw,YE31YUi_qTRIGrSRAvMpxA,LRo87EVK3MKyxNfSFTI_lg,5.0,0,0,0,"My wife and I had our 2nd wonderful dinner experience at the Sprig & Vine.  Besides  the oil and salt, we thought they were tremendous vegan menu items.  We arrived at opening (5 pm) on a Wednesday and we're the first patrons seated.  Not surprisingly, we had excellent service since that first hour and a half was rather slow.  The waitress had time to recommend dishes and help us make choices, which was helpful and added to the experience.  Our first dish:

EDAMAME FALAFEL............................................................7
black sesame tahini | pickled radish
 
This appetizer was great, both the falafel and the tahini sauce - we both enjoyed the dish.  There is a photo of the appetizer w/in the review pictures.  As far as the entrees:

GARLIC & TAMARIND-GLAZED PORTABELLA............................20
fried green tomato | green tomato chutney | apple, 
avocado & cashew raita | butternut-basmati rice | 
coconut & green chile-creamed swiss chard & chickpea

ROASTED CAULIFLOWER STEAK ...........................................20
tomato, garlic, caper, green olive & herb sauce | seared
potato pavé | golden raisin & pine nut-local greens

The greens (swiss chard?) w/ the raisins and pine-nuts was very tasty and well prepared as was the glazed portabella.  Sadly the glazed portabella was on top of a bed of basmati rice.  We really would have preferred brown rice - or at least the option.  Although the criticisms are truly minimal, since we really enjoyed the meal.  We finished w/ a delicious tiramisu.  It was splendid - when you have sugar, you don't need milk or eggs to make an amazing vegan dessert.   The atmosphere was nice and the restaurant stylish - an overall charming experience.",2012-10-26 17:02:12,Sprig & Vine,450 Union Square Dr,New Hope,PA,40.3652421073,-74.9540627003,"Vegan, Vegetarian, Restaurants"
-4Pd7m0Y3bYXeYLqRZDD-w,OvKQNZ8NKpVbr61Dux1Gsg,7tE9fLBPwXvoxkykGJPbEw,3.0,2,1,0,"My friend's choice and since I had not been in years (literally) I thought, ""Why not?""

I got the Japanese Pan Noodles which consisted of caramelized udon noodles in a sweet soy sauce, broccoli, carrots, shiitake mushrooms, Asian sprouts, black sesame seeds and cilantro.  It was really good.  It's offered in two sizes and the small was more than enough for me. Since I didn't get anything else and I cannot remember what she got, that'll about do it for the food side. BTW, I'd order that dish again---really, it WAS good.

I guess things have not changed much, because I kinda agree with Liz B about the staff. Very, very nice and helpful in helping me figure out what I wanted.  But I did feel the rush after we were served...we kept our seats because it's out catch-up-visiting time so we were in no hurry.  Though we are always aware of the crowds and the need for seating, that was not a problem when we were there.

All in all, it's a good, solid, healthy choice...I even bought a gift card to use next time!..and I have to really like a place to do that!",2016-04-21 20:32:36,Noodles & Company,2116 Green Hills Village Dr,Nashville,TN,36.1085807032,-86.8132267137,"Restaurants, Comfort Food, Chinese, American (New), Mediterranean, Pasta Shops, Salad, Specialty Food, Food, Noodles, Italian, Asian Fusion"
THMuBkO3gtiMfWpKlR3TdQ,dtMB2nLZ4oHDKUj5rbzl-g,j19dK4wX22MnVkqmxa-lWA,4.0,0,0,0,"Amazing mochi!! Particularly loved the passionfruit, green tea and black sesame. Hand rolled ice cream is pretty good but thought the flavor options were just okay - would like a bit more filling added which would lend to better flavor. Had the coffee and fererr rocher and the flavors were both very subtle. Would like to try one of the Nutella flavors next time.",2017-05-22 02:37:21,Seventh Heaven,25 S 19th St,Philadelphia,PA,39.952603502,-75.1715714112,"Ice Cream & Frozen Yogurt, Thai, Vegan, Desserts, Japanese, Food, Restaurants"
tudOFohyOJmzavIRrg210A,U0XFqaLIPTITLV9DzVbbfw,WLYZjUusZ9kwwWvgCLtlCw,5.0,2,1,2,"I LOVE THIS PLACE. There are so many flavors to choose from. They even let you choose 3 toppings at the end, while other ice cream places usually charge you extra for toppings.

My favorites are the matcha-cha (matcha green tea) and dark matter (black sesame)! So good. They're literally rolled with love. I can't wait to try out the other flavors!",2018-04-30 04:43:15,Choppa Ice Cream,"7060 Hollister Ave., Ste 101",Goleta,CA,34.431177,-119.8740625,"Ice Cream & Frozen Yogurt, Food"
IEvNr_heUcyY9IY3VPIbIQ,0DB3Irpf_ETVXu_Ou9vPow,MM_v-KIUJiXLCxnkIqPKWA,3.0,3,1,1,"$8 minimum on credit card. Staff were attentive and knowledgable. Very trendy cafe with good lighting and ambiance. Overall, the baked goods were not that impressive. Mini-muffins were dry and noticeably bland. Interesting mix of tofu smoothies and straight soy milk. Specialty soy milk is eclectic. Had a black sesame soy. Freshly made soy milk is very different than what you get in the grocery store and super tasty. Will probably give this place another shot some time and try their hot breakfast foods.",2017-06-24 01:37:06,Soy Cafe,630 N 2nd St,Philadelphia,PA,39.9616969288,-75.1412892166,"Restaurants, Vegetarian, Vegan, Coffee & Tea, Food"
DfHuwpJME2pkmir2Ff12aQ,F0IdjAnCSxNBjJCzKi5L3A,EzjysPg2-lVX1E0ibStUXw,5.0,1,0,0,"Today, July 4, was my first time dining in at Ekta. My older parents and I were looking for a place to eat (and having a tough time finding one!); finally we saw that Ekta was open, though we then discovered that it was due to close in 40 minutes. 

I am deeply grateful to our server, Owen, for never making us feel like we were inconveniencing the staff by arriving so close to closing, and for going out of his way to help my mom (who has limited mobility) to navigate the steps both when we arrived and when we left. He situated us at a table just next to the door, which was even more helpful.

As for the food itself, my dad was delighted with his garlic kabob, and I really enjoyed the Chandrakala (first time I'd ever encountered these dried-fruit-and-coconut dumplings) and our bread selections (Lachha Paratha and Ekta Naan, the latter kind of an adaptation of the Peshawari Naan concept but with black sesame seeds included). My mom and I both guzzled our delicious lassis (mango and pomegranate). 

Though toned down at our request, the Alu Gobi was still a bit spicy for me, but tasty nonetheless.",2018-07-05 00:25:07,Ekta Indian Cuisine,1142 Crease St,Philadelphia,PA,39.9692049,-75.1325733,"Restaurants, Pakistani, Indian"
